gov_id|english_name|chinese_name,address|district|latitude|longitude|email|telephone|fax|placement_type|valid_license_since
625|Tai Tung Employment Service|大同菲傭|Room 1231, 12th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738049|lng: 114.1163548| | | |Foreign Domestic Helpers|2006
627|Bart Chun Employment Service Co.|百駿僱傭服務公司|Room 1507, 15th floor, Fortune Commercial Building, 362 Sha Tsui Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3681465|lng: 114.1188984|bartchun@biznetvigator.com|26828626|81088968|Foreign Domestic Helpers|2006
637|Pacific Garden Employment Agency|海庭僱傭中心|Room A, 3rd floor, Kam Ma Building, 16 Cameron Road, Tsim Sha Tsui, Kowloon|Yau Tsim Mong District|lat: 22.2988624|lng: 114.1741806|pg@maidoutlet.com|27812933|27711295|Foreign Domestic Helpers, Local Domestic Helpers|2006
640|Asia Elite Employment Centre|億利僱傭中心|Flat C2, Block C, 1st floor, Kuen Yick Building, 18 Chun Yin Square, Yuen Long, New Territories|Yuen Long District|lat: 22.4464538|lng: 114.0231091|asiaelite_centre@yahoo.com.hk|22199941|22199909|Foreign Domestic Helpers|2006
641|A & E Employment Centre|運通僱傭中心|Room 1605, 16th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3169020|lng: 114.1702141|mongkok@aeemployment.com|27701198|23889057|Foreign Domestic Helpers, Local Domestic Helpers|2006
642|A & E Employment Centre|運通僱傭中心|Room 726, 7th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738049|lng: 114.1163548|tsuenwan@aeemployment.com|31000151|31000120|Foreign Domestic Helpers|2007
643|A & E Employment Centre|運通僱傭中心|Flat 1602, 16th floor, Mcdonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2795382|lng: 114.1858988|causewaybay@aeemployment.com|21551120|21551139|Foreign Domestic Helpers|2008
644|A & E Employment Centre|運通僱傭中心|Shop 1A, 2nd floor, Tung Yick Building, 8 Yu King Square, Yuen Long, New Territories|Yuen Long District|lat: 22.4440610|lng: 114.0287549|yuenlong@aeemployment.com|24740001|24740123|Foreign Domestic Helpers|2008
646|IPT Employment Agency|關心您 (印菲泰) 僱傭中心|Flat B, 13th floor, Bonds Mansion, 554-556 Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3143310|lng: 114.1706555|ipt.employment@yahoo.com.hk|27062282|27062292|Foreign Domestic Helpers|2006
653|SINDY EMPLOYMENT SERVICE CO|仙荻僱傭公司|Room 11, 3rd floor, Shing Tak Mansion, 11-15 Peace Avenue, Ho Man Tin, Kowloon|Kowloon City District|lat: 22.3197234|lng: 114.1736535|sindyyuhk@yahoo.com.hk|94805726|27141039|Foreign Domestic Helpers, Imported Worker|2006
665|DK & C Employment Service Co.|盈瑜僱傭服務公司|Room 1217, 12th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|dknc@dknc.com.hk|31881789|35851669|Foreign Domestic Helpers, Local Domestic Helpers|2006
666|Chin House Employment Agency Limited|薦人館有限公司|Room 1608, 16th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3168949|lng: 114.1700177|info@chinhouse.com.hk|31882308|31881648|Foreign Domestic Helpers|2006
667|Chin House Employment Agency Limited|薦人館有限公司|Shop 215, Level 2, Metro City, Phase 1, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3206840|lng: 114.2569630|info@chinhouse.com.hk|27044880|27045880|Foreign Domestic Helpers|2006
670|Belief Employment Limited|信心(海外)僱傭有限公司|16th floor, Toi Shan Association Building, 167-169 Hennessy Road, Wan Chai, Hong Kong|Wan Chai District|lat: 22.2779280|lng: 114.1738130|info@belief.com.hk|31131188|31671111|Foreign Domestic Helpers, Local Domestic Helpers|2006
672|Oriental Employment Services Company Limited|東誠僱傭服務有限公司|Shop 3B, Midlan Court, 60-62 Caine Road, Mid-Levels, Hong Kong|Central and Western District|lat: 22.2812868|lng: 114.1518082|marina1998wong@yahoo.com.hk|25239911|28906618|Foreign Domestic Helpers|2007
674|VIEW RISE MAID SERVICE|景昇僱傭代理|Flat D, 17th floor, Wang Cheong Commercial Building, 251 Reclamation Street, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3143984|lng: 114.1684833|viewrisehk@yahoo.com.hk|31611413|30201825|Foreign Domestic Helpers, Local Domestic Helpers|2007
675|VIEW RISE MAID SERVICE|景昇僱傭代理|Flat H, 18th floor, Hennessy Apartments, 48 Percival Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2797994|lng: 114.1829961|viewriscb@yahoo.com.hk|28810708|30201822|Foreign Domestic Helpers, Local Domestic Helpers|2014
678|HONOR CLUB EMPLOYMENT SERVICES|安亞僱傭中心|1st floor, 36 San On Tsuen, Sai Kung, New Territories|Sai Kung District|lat: 22.3833893|lng: 114.2709760|honor_club@yahoo.com.hk|82023683|27919799|Foreign Domestic Helpers, Imported Worker, Local Domestic Helpers|2007
682|Maid Link Employment Services Limited|僱傭軒有限公司|Shop 65, 1st floor, Houston Centre, 63 Mody Road, Tsim Sha Tsui East, Kowloon|Yau Tsim Mong District|lat: 22.2980370|lng: 114.1768900| |31767076|21296610|Foreign Domestic Helpers, Local Domestic Helpers|2007
683|Instant Maids Centre Limited|現成女傭中心有限公司|Shop 8, Ground floor, Chun Chu House, 1 Castle Peak Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4447700|lng: 114.0318170|imcimc.hk@gmail.com|24703383|24703808|Foreign Domestic Helpers|2007
684|SKY EMPLOYMENT SERVICE COMPANY LIMITED|天生僱傭有限公司|Flat 106A, 1st floor, TCL Tower, 8 Tai Chung Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3745848|lng: 114.1110957|vinccy.chan@gmail.com|55413494|37412881|Foreign Domestic Helpers|2007
687|Top & Best Employment Services Centre|恩典僱傭服務中心|Room C, 1st floor, Block 1, Kam Lai Building, 5 Yan Ching Street, Tuen Mun, New Territories|Tuen Mun District|lat: 22.3959652|lng: 113.9745008|topbest_anna@yahoo.com.hk|26182999|26189133|Foreign Domestic Helpers|2007
690|SUNWOOD EMPLOYMENT CENTRE|生活僱傭中心|Flat C, 11th floor, Mongkok Building, 546 Nathan Road, Yau Ma Tei, Kowloon|Yau Tsim Mong District|lat: 22.3140623|lng: 114.1707161|sunwoodemployment_2007@yahoo.com.hk|92115400|24982726|Foreign Domestic Helpers, Imported Worker|2007
691|UNITED ASIA EMPLOYMENT AGENCY|聯亞僱傭服務|Shop F, Ground floor, Wing Lam Mansion, 1A-1J San Lau Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3124682|lng: 114.1866652|unitedasiahk@gmail.com|26814444|23331344|Foreign Domestic Helpers, Imported Worker|2007
695|Advantage Consultant Co.|志璟顧問公司|Shop 105, 1st floor, Causeway Bay Centre, 15-23 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2800677|lng: 114.1866883|info@advantage-consultant.hk|36925172|27711420|Foreign Domestic Helpers|2018
704|BIR EMPLOYMENT AGENCY LIMITED|高盛僱傭中心有限公司|Room 702, 7th floor, McDonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2795275|lng: 114.1859095|info@bir.com.hk|82088897|28828119|Foreign Domestic Helpers|2007
711|SAINT HAPPY MAIDS AGENCY|穎時僱傭中心|Shop 75B, 2nd floor, The Pacifica Mall, 9 Sham Shing Road, Lai Chi Kok, Kowloon|Sham Shui Po District|lat: 22.3347220|lng: 114.1495620|st.happy@yahoo.com|92161241|36950215|Foreign Domestic Helpers, Local Domestic Helpers|2007
713|SAINT HAPPY MAIDS AGENCY|穎時僱傭中心|Unit 1008, 10th floor, Nan Fung Centre, 298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|st.happy@yahoo.com|37051715|37051606|Foreign Domestic Helpers|2015
714|SAINT HAPPY MAIDS AGENCY|穎時僱傭中心|Room 720, 7th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3169020|lng: 114.1702141| | | |Foreign Domestic Helpers, Local Domestic Helpers|2015
717|WEALTHY GOLD CONSULTANT LIMITED|金濠顧問有限公司|Shop 225-226, 2nd floor, New Trend Plaza, 278-288 King's Road, North Point, Hong Kong|Eastern District|lat: 22.2895668|lng: 114.1951017| | | |Foreign Domestic Helpers|2007
721|Premier Employment Consultant|美亞海外僱傭公司|Shop 2, Ground floor, Site 1, Whampoa Garden, Hung Hom, Kowloon|Kowloon City District|lat: 22.3059240|lng: 114.1843010|premieremp@biznetivgator.com|23633163|23633063|Foreign Domestic Helpers, Local Domestic Helpers|2007
722|Ocean Fine Employment Limited|開洋僱傭有限公司|Room 512, 5th floor, Yip Fung Building, 2-18 D'Aguilar Street, Central, Hong Kong|Central and Western District|lat: 22.2813539|lng: 114.1561333|oceanfine@hotmail.com|25212598|25267925|Foreign Domestic Helpers|2007
726|Golden Link Employment Agency|金銀島僱傭中心|Room 406, Block B, 4th floor, Manning Industrial Building, 116-118 How Ming Street, Kwun Tong, Kowloon|Kwun Tong District|lat: 22.3110264|lng: 114.2243624|heivien@gmail.com|62235654|31191309|Foreign Domestic Helpers|2007
728|Western Union Human Resource|西聯人力資源服務公司|Room C, 16th floor, Punfet Building, 701 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3201109|lng: 114.1689320|westernunionhr@yahoo.com.hk|23980255|23980505|Foreign Domestic Helpers, Local Domestic Helpers|2007
731|Care Ford Employment Agency|家樂福僱傭代理|Room 1029, 10th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|careford88@yahoo.com.hk|21100345|21100355|Foreign Domestic Helpers|2007
733|Fancy Employment Agency|紹職會|Room 1504, 15th floor, Progress Commercial Building, 9 Irving Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2787865|lng: 114.1864906|cs@fancymaid.com|28046388| |Foreign Domestic Helpers, Local Domestic Helpers|2007
736|Royalcorp Employment Agency Limited|樂悠居僱傭服務有限公司|Shop A50-51, Ground floor, Ma On Shan Centre, 1 On Chun Street, Ma On Shan, New Territories|Sha Tin District|lat: 22.4255020|lng: 114.2325930|pakon_mos@yahoo.com.hk|26311144|26316188|Foreign Domestic Helpers|2007
737|Aster Personnel Agency||Room 701, 7th floor, Honest Motors Building, 9-11 Leighton Road, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2769839|lng: 114.1814785|info@asterpersonnel.com.hk|28779943| |Foreign Domestic Helpers, Local Domestic Helpers, Office Staff / Executive Search|2007
746|Nitschke Employment Co.|勵富僱傭公司|Flat 01, 11th floor, Sam Cheong Building, 216-220 Des Voeux Road Central, Sheung Wan, Hong Kong|Central and Western District|lat: 22.2861257|lng: 114.1529229|nitschkeemployment@gmail.com|28510280|22523703|Foreign Domestic Helpers|2007
750|SANRICH EMPLOYMENT CENTRE LIMITED|萬和僱傭中心有限公司|Room 829, 8th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738049|lng: 114.1163548|sanrichjenny@yahoo.com.hk|24132473|24130044|Foreign Domestic Helpers|2008
753|Homes Employment Agency Limited|珈業僱傭有限公司|Shop A25, Ground floor, Nan Fung Plaza, 8 Pui Shing Road, Tseung Kwan O, New Territories|Sai Kung District|lat: 22.3146290|lng: 114.2642970| |36934722|36934724|Foreign Domestic Helpers|2008
762|Gembira Employment Agency|樂閔僱傭中心|Shop 22E, Level 2, Jade Plaza, 3 On Chee Road, Tai Po, New Territories|Tai Po District|lat: 22.4531960|lng: 114.1679550|gembira2008@yahoo.com.hk|29671348|29671448|Foreign Domestic Helpers|2008
773|Lei Da Employment Centre|利達僱傭中心|Shop 2, Ground floor, 88 Square, 88 Po Heung Street, Tai Po Market, Tai Po, New Territories|Tai Po District|lat: 22.4423282|lng: 114.1655210| | | |Foreign Domestic Helpers|2008
780|Number One Employment Agency|精心僱傭代理|Shop 9, Shun Tai Building, 129 First Street, Sai Ying Pun, Hong Kong|Central and Western District|lat: 22.2867155|lng: 114.1409279|dorothylove31@yahoo.com.hk|69726673| |Foreign Domestic Helpers, Local Domestic Helpers|2008
789|Tailormaid Consultants Company Limited|特美顧問有限公司|Room 1504, 15th floor, Cheong K. Building, 84-86 Des Voeux Road Central, Central, Hong Kong|Central and Western District|lat: 22.2844956|lng: 114.1554419| | | |Foreign Domestic Helpers|2008
790|BLISS EMPLOYMENT SERVICES LIMITED|嘉事僱傭服務有限公司|Room 1116, 11th floor, Golden Era Plaza, 39-55 Sai Yee Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3183611|lng: 114.1717301|customerservice@bliss-agency.com.hk|21111105|21111104|Foreign Domestic Helpers|2008
792|YIM YEUNG EMPLOYMENT COMPANY|艷陽僱傭公司|Room 1, 1st floor, Tak Wun Building, 12-16 Pak Kung Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3115309|lng: 114.1865025|yimyeung@biznetvigator.com|23562837|23562807|Foreign Domestic Helpers, Local Domestic Helpers|2008
801|DING HO EMPLOYMENT CONSULTANTS COMPANY LIMITED|定濠海外僱傭有限公司|Shop 110B, 1st floor, Horae Plaza, 209-211 Ma Tau Wai Road, To Kwa Wan, Kowloon|Kowloon City District|lat: 22.3145303|lng: 114.1873981|info@dingho.com.hk|27601611|27601613|Foreign Domestic Helpers|2008
816|Precious Legend Employment Centre|駿盈僱傭中心|Room 1017, 10th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|preciouslegend2008@yahoo.com.hk| | |Foreign Domestic Helpers|2009
828|WD Employment Agency Co.|泓達僱傭|Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|fred.kc.leung@gmail.com|24999861|24999863|Foreign Domestic Helpers|2009
829|Perfect Solution Employment Agency|百合僱傭服務|Shop A50A, Ground floor, Tai On Building, 57-87 Shau Kei Wan Road, Sai Wan Ho, Hong Kong|Eastern District|lat: 22.2830030|lng: 114.2218290| |34275018|34228643|Foreign Domestic Helpers|2009
844|SUMMER EMPLOYMENT SERVICE CENTRE|心美僱傭服務中心|1st floor, Hung Wan Building, 21 On Ning Road, Yuen Long, New Territories|Yuen Long District|lat: 22.4459205|lng: 114.0285591|summerservice@ymail.com|34885626|34885676|Foreign Domestic Helpers, Local Domestic Helpers|2009
850|MISSION EMPLOYMENT AGENCY LIMITED|盟信僱傭有限公司|Room 2102L, 21st floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447| |28862386|28862033|Foreign Domestic Helpers, Local Domestic Helpers|2019
857|PROTECTIVE EMPLOYMENT SERVICE COMPANY|家保僱傭服務公司|Flat 3, 4th floor, Nam Shan Mansion, 74-78 Chung On Street, Tsuen Wan, New Territores|Tsuen Wan District|lat: 22.3701298|lng: 114.1172272|vinccy.skyagency@gmail.com|23669812|37412881|Foreign Domestic Helpers|2009
866|TSUEN SHING EMPLOYMENT AGENCY|荃誠僱傭中心|Flat 1004, 10th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3738014|lng: 114.1163447|tsuenshing@ymail.com|24022228|24903400|Foreign Domestic Helpers|2009
867|BUNGA RAYA MILLENNIUM HUMAN RESOURCES|順業印尼人力公司|Shop 1109, 1st floor, The Point, 3 Sugar Street, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2799736|lng: 114.1864561|millennium_hk@yahoo.com|28907090|28907091|Foreign Domestic Helpers|2009
871|M&T; DOMESTIC SERVICES CO|恩賜僱傭服務公司|Flat 14, 1st floor, Fu Tao Building, 98 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3199228|lng: 114.1736376|mtouersea@gmail.com|27146606|27146606|Foreign Domestic Helpers|2009
881|NOW EMPLOYMENT AGENCY|當下僱傭服務|Shop F, Ground floor, Wing Lam Mansion, 1A-1J San Lau Street, Hung Hom, Kowloon|Kowloon City District|lat: 22.3124682|lng: 114.1866652|nowhunghom@gmail.com|24061111|23331344|Foreign Domestic Helpers, Imported Worker|2009
896|High Quality Agency Limited|精匯僱傭有限公司|Shop 128, Ground floor, Koway Court, 111 Chai Wan Road, Chai Wan, Hong Kong|Eastern District|lat: 22.3964280|lng: 114.1094970|highqualityagency@yahoo.com.hk|25672338|25673318|Foreign Domestic Helpers|2009
900|C & D EMPLOYMENT AGENCY|崇恩女傭服務公司|Unit 603, 6th floor, Richmond Commercial Building, 109 Argyle Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3199691|lng: 114.1714083|cnd.employment@yahoo.com|21370986|31767419|Foreign Domestic Helpers|2009
902|Grand Royal (AFT) Employment|皇室家傭|Room 9, 18th floor, Witty Commercial Building, 1A/1L Tung Choi Street, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3163037|lng: 114.1710135|grace@aftemploy.com.hk|27648878|27648688|Foreign Domestic Helpers, Local Domestic Helpers|2009
903|Grand Royal (AFT) Employment|皇室家傭|Shop 366-367, 3rd floor, T-Mark, 18 Tai Ho Road, Tsuen Wan, New Territories|Tsuen Wan District|lat: 22.3726326|lng: 114.1163267|info@aftemploy.com.hk|37469633|27648688|Foreign Domestic Helpers, Local Domestic Helpers|2018
904|Grand Royal (AFT) Employment|皇室家傭|Shop B-6, Ground floor, Ning Yeung Terrace, 78 Bonham Road, Sai Wan, Hong Kong|Central and Western District|lat: 22.2848440|lng: 114.1412090|info@aftemploy.com.hk|35431857|27648688|Foreign Domestic Helpers, Local Domestic Helpers|2018
905|Grand Royal (AFT) Employment|皇室家傭|Room 125A2, 1st floor, Kings Wing Plaza 2, 1 On Kwan Street, Shek Mun, Sha Tin, New Territories|Yau Tsim Mong District|lat: 22.3888914|lng: 114.2084200|mos@aftemploy.com.hk|27648878|27648688|Foreign Domestic Helpers|2017
919|Harmonious Employment Agency|和諧外傭事務中心|Unit B, 11th floor, Prosperous Commercial Building, 54-58 Jardine's Bazaar, Causeway Bay, Hong Kong|Wan Chai District|lat: 22.2792794|lng: 114.1857561|harmonious.mkt@gmail.com|28828391|28828796|Foreign Domestic Helpers|2009
934|YOURMAID SERVICES CENTRE LIMITED|為妳僱傭中心有限公司|Room 1101, 11th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon|Yau Tsim Mong District|lat: 22.3168210|lng: 114.1702240|document@yourmaid.com.hk|23888811|23888930|Foreign Domestic Helpers|2009
936|Metro Asia Recruitment Services Co.|盈利僱傭服務公司|Flat A, 1st floor, Block 3, Luen Fat House, 14-48 Ping Cheong Path, Yuen Long, New Territories|Yuen Long District|lat: 22.4473464|lng: 114.0228515|metroasia@hotmail.com|24436986|24436916|Foreign Domestic Helpers|2009
938|Asia 4 Domestic Helper Limited|亞四僱傭有限公司|Room 2109, 21st floor, Workingberg Commercial Building, 41-47 Marble Road, North Point, Hong Kong|Eastern District|lat: 22.2921150|lng: 114.2011961|info@asia4dh.com|25703228|25701828|Foreign Domestic Helpers|2010
941|Yan Yee Employment & Trading Co.|欣宜僱傭及貿易公司|Room 407, 4th floor, Hung Kei Mansion, 5-8 Queen Victoria Street, Central, Hong Kong|Central and Western District|lat: 22.2837729|lng: 114.1558800|yanyeeco@hotmail.com|28151612|25449609|Foreign Domestic Helpers, Imported Worker|2010
